611,380,2.0,1493846415
611,367,4.0,1493846415
611,5459,4.0,1493846415
611,356,5.0,1493846415
611,30707,5.0,1493846415
611,80463,5.0,1493846415
611,858,5.0,1493846415
611,1219,4.0,1493846415
611,1247,4.0,1493846415
611,1,5.0,1493846415
611,4993,5.0,1493846415
611,4896,5.0,1493846415
611,1721,3.0,1493846415
611,1246,5.0,1493846415
611,63082,4.0,1493846415
611,296,5.0,1493846415
611,6874,5.0,1493846415
611,2329,4.0,1493846415
612,380,2.0,1493846415
612,367,2.0,1493846415
612,5459,4.0,1493846415
612,356,4.0,1493846415
612,30707,3.0,1493846415
612,80463,3.0,1493846415
612,858,4.0,1493846415
612,1219,3.0,1493846415
612,1247,2.0,1493846415
612,1,4.0,1493846415
612,4993,4.0,1493846415
612,4896,4.0,1493846415
612,1721,4.0,1493846415
612,1246,4.0,1493846415
612,63082,4.0,1493846415
612,296,4.0,1493846415
612,6874,4.0,1493846415
612,2329,2.0,1493846415
613,380,2.0,1493846415
613,367,5.0,1493846415
613,5459,4.0,1493846415
613,356,2.0,1493846415
613,30707,1.0,1493846415
613,80463,2.0,1493846415
613,858,1.0,1493846415
613,1219,2.0,1493846415
613,1247,3.0,1493846415
613,1,5.0,1493846415
613,4993,3.0,1493846415
613,4896,5.0,1493846415
613,1721,4.0,1493846415
613,1246,2.0,1493846415
613,63082,5.0,1493846415
613,296,1.0,1493846415
613,6874,3.0,1493846415
613,2329,3.0,1493846415
614,380,4.0,1493846415
614,367,2.0,1493846415
614,5459,3.0,1493846415
614,356,4.0,1493846415
614,30707,1.0,1493846415
614,80463,4.0,1493846415
614,858,5.0,1493846415
614,1219,5.0,1493846415
614,1247,4.0,1493846415
614,1,2.0,1493846415
614,4993,4.0,1493846415
614,4896,4.0,1493846415
614,1721,2.0,1493846415
614,1246,1.0,1493846415
614,63082,3.0,1493846415
614,296,5.0,1493846415
614,6874,2.0,1493846415
614,2329,4.0,1493846415
615,380,1.0,1493846415
615,367,1.0,1493846415
615,5459,2.0,1493846415
615,356,1.0,1493846415
615,30707,2.0,1493846415
615,80463,1.0,1493846415
615,858,1.0,1493846415
615,1219,1.0,1493846415
615,1247,1.0,1493846415
615,1,1.0,1493846415
615,4993,1.0,1493846415
615,4896,1.0,1493846415
